Date,Open,High,Low,Close,Adj Close,Volume
1999-07-19,1418.780029,1420.329956,1404.560059,1407.650024,1407.650024,642330000
1999-07-20,1407.650024,1407.650024,1375.150024,1377.099976,1377.099976,754800000
1999-07-21,1377.099976,1386.660034,1372.630005,1379.290039,1379.290039,785500000
1999-07-22,1379.290039,1379.290039,1353.979980,1360.969971,1360.969971,771700000
1999-07-23,1360.969971,1367.410034,1349.910034,1356.939941,1356.939941,630580000
1999-07-26,1356.939941,1358.609985,1346.199951,1347.760010,1347.760010,613450000
1999-07-27,1347.750000,1368.699951,1347.750000,1362.839966,1362.839966,723800000
1999-07-28,1362.839966,1370.530029,1355.540039,1365.400024,1365.400024,690900000
1999-07-29,1365.400024,1365.400024,1332.819946,1341.030029,1341.030029,770100000
1999-07-30,1341.030029,1350.920044,1328.489990,1328.719971,1328.719971,736800000
1999-08-02,1328.719971,1344.689941,1325.209961,1328.050049,1328.050049,649550000
1999-08-03,1328.050049,1336.130005,1314.910034,1322.180054,1322.180054,739600000
1999-08-04,1322.180054,1330.160034,1304.500000,1305.329956,1305.329956,789300000
1999-08-05,1305.329956,1313.709961,1287.229980,1313.709961,1313.709961,859300000
1999-08-06,1313.709961,1316.739990,1293.189941,1300.290039,1300.290039,698900000
1999-08-09,1300.290039,1306.680054,1295.989990,1297.800049,1297.800049,684300000
1999-08-10,1297.800049,1298.619995,1267.729980,1281.430054,1281.430054,836200000
1999-08-11,1281.430054,1301.930054,1281.430054,1301.930054,1301.930054,792300000
1999-08-12,1301.930054,1313.609985,1298.060059,1298.160034,1298.160034,745600000
1999-08-13,1298.160034,1327.719971,1298.160034,1327.680054,1327.680054,691700000
1999-08-16,1327.680054,1331.050049,1320.510010,1330.770020,1330.770020,583550000
1999-08-17,1330.770020,1344.160034,1328.760010,1344.160034,1344.160034,691500000
1999-08-18,1344.160034,1344.160034,1332.130005,1332.839966,1332.839966,682800000
1999-08-19,1332.839966,1332.839966,1315.349976,1323.589966,1323.589966,684200000
1999-08-20,1323.589966,1336.609985,1323.589966,1336.609985,1336.609985,661200000
1999-08-23,1336.609985,1360.239990,1336.609985,1360.219971,1360.219971,682600000
1999-08-24,1360.219971,1373.319946,1353.630005,1363.500000,1363.500000,732700000
1999-08-25,1363.500000,1382.839966,1359.199951,1381.790039,1381.790039,864600000
1999-08-26,1381.790039,1381.790039,1361.530029,1362.010010,1362.010010,719000000
1999-08-27,1362.010010,1365.630005,1347.349976,1348.270020,1348.270020,570050000
1999-08-30,1348.270020,1350.699951,1322.800049,1324.020020,1324.020020,597900000
1999-08-31,1324.020020,1333.270020,1306.959961,1320.410034,1320.410034,861700000
1999-09-01,1320.410034,1331.180054,1320.390015,1331.069946,1331.069946,708200000
1999-09-02,1331.069946,1331.069946,1304.880005,1319.109985,1319.109985,687100000
1999-09-03,1319.109985,1357.739990,1319.109985,1357.239990,1357.239990,663200000
1999-09-07,1357.239990,1361.390015,1349.589966,1350.449951,1350.449951,715300000
1999-09-08,1350.449951,1355.180054,1337.359985,1344.150024,1344.150024,791200000
1999-09-09,1344.150024,1347.660034,1333.910034,1347.660034,1347.660034,773900000
1999-09-10,1347.660034,1357.619995,1346.199951,1351.660034,1351.660034,808500000
1999-09-13,1351.660034,1351.660034,1341.699951,1344.130005,1344.130005,657900000
1999-09-14,1344.130005,1344.180054,1330.609985,1336.290039,1336.290039,734500000
1999-09-15,1336.290039,1347.209961,1317.969971,1317.969971,1317.969971,787300000
1999-09-16,1317.969971,1322.510010,1299.969971,1318.479980,1318.479980,739000000
1999-09-17,1318.479980,1337.589966,1318.479980,1335.420044,1335.420044,861900000
1999-09-20,1335.420044,1338.380005,1330.609985,1335.530029,1335.530029,568000000
1999-09-21,1335.520020,1335.530029,1301.969971,1307.579956,1307.579956,817300000
1999-09-22,1307.579956,1316.180054,1297.810059,1310.510010,1310.510010,822200000
1999-09-23,1310.510010,1315.250000,1277.300049,1280.410034,1280.410034,890800000
1999-09-24,1280.410034,1281.170044,1263.839966,1277.359985,1277.359985,872800000
1999-09-27,1277.359985,1295.030029,1277.359985,1283.310059,1283.310059,780600000
1999-09-28,1283.310059,1285.550049,1256.260010,1282.199951,1282.199951,885400000
1999-09-29,1282.199951,1288.829956,1268.160034,1268.369995,1268.369995,856000000
1999-09-30,1268.369995,1291.310059,1268.369995,1282.709961,1282.709961,1017600000
1999-10-01,1282.709961,1283.170044,1265.780029,1282.810059,1282.810059,896200000
1999-10-04,1282.810059,1304.599976,1282.810059,1304.599976,1304.599976,803300000
1999-10-05,1304.599976,1316.410034,1286.439941,1301.349976,1301.349976,965700000
1999-10-06,1301.349976,1325.459961,1301.349976,1325.400024,1325.400024,895200000
1999-10-07,1325.400024,1328.050049,1314.130005,1317.640015,1317.640015,827800000
1999-10-08,1317.640015,1336.609985,1311.880005,1336.020020,1336.020020,897300000
1999-10-11,1336.020020,1339.229980,1332.959961,1335.209961,1335.209961,655900000
1999-10-12,1335.209961,1335.209961,1311.800049,1313.040039,1313.040039,778300000
1999-10-13,1313.040039,1313.040039,1282.800049,1285.550049,1285.550049,821500000
1999-10-14,1285.550049,1289.630005,1267.619995,1283.420044,1283.420044,892300000
1999-10-15,1283.420044,1283.420044,1245.390015,1247.410034,1247.410034,912600000
1999-10-18,1247.410034,1254.130005,1233.699951,1254.130005,1254.130005,818700000
