Date,Open,High,Low,Close,Adj Close,Volume
2018-09-20,2919.729980,2934.800049,2919.729980,2930.750000,2930.750000,3337730000
2018-09-21,2936.760010,2940.909912,2927.110107,2929.669922,2929.669922,5607610000
2018-09-24,2921.830078,2923.790039,2912.629883,2919.370117,2919.370117,3372210000
2018-09-25,2921.750000,2923.949951,2913.699951,2915.560059,2915.560059,3285480000
2018-09-26,2916.979980,2931.149902,2903.280029,2905.969971,2905.969971,3388620000
2018-09-27,2911.649902,2927.219971,2909.270020,2914.000000,2914.000000,3060850000
2018-09-28,2910.030029,2920.530029,2907.500000,2913.979980,2913.979980,3432300000
2018-10-01,2926.290039,2937.060059,2917.909912,2924.590088,2924.590088,3364190000
2018-10-02,2923.800049,2931.419922,2919.370117,2923.429932,2923.429932,3401880000
2018-10-03,2931.689941,2939.860107,2921.360107,2925.510010,2925.510010,3598710000
2018-10-04,2919.350098,2919.780029,2883.919922,2901.610107,2901.610107,3496860000
2018-10-05,2902.540039,2909.639893,2869.290039,2885.570068,2885.570068,3328980000
2018-10-08,2877.530029,2889.449951,2862.080078,2884.429932,2884.429932,3330320000
2018-10-09,2882.510010,2894.830078,2874.270020,2880.340088,2880.340088,3520500000
2018-10-10,2873.899902,2874.020020,2784.860107,2785.679932,2785.679932,4501250000
2018-10-11,2776.870117,2795.139893,2710.510010,2728.370117,2728.370117,4890630000
2018-10-12,2770.540039,2775.770020,2729.439941,2767.129883,2767.129883,3966040000
2018-10-15,2763.830078,2775.989990,2749.030029,2750.790039,2750.790039,3300140000
2018-10-16,2767.050049,2813.459961,2766.909912,2809.919922,2809.919922,3428340000
2018-10-17,2811.669922,2816.939941,2781.810059,2809.209961,2809.209961,3321710000
2018-10-18,2802.000000,2806.040039,2755.179932,2768.780029,2768.780029,3616440000
2018-10-19,2775.659912,2797.770020,2760.270020,2767.780029,2767.780029,3566490000
2018-10-22,2773.939941,2778.939941,2749.219971,2755.879883,2755.879883,3307140000
2018-10-23,2721.030029,2753.590088,2691.429932,2740.689941,2740.689941,4348580000
2018-10-24,2737.870117,2742.590088,2651.889893,2656.100098,2656.100098,4709310000
2018-10-25,2674.879883,2722.699951,2667.840088,2705.570068,2705.570068,4634770000
2018-10-26,2667.860107,2692.379883,2628.159912,2658.689941,2658.689941,4803150000
2018-10-29,2682.649902,2706.850098,2603.540039,2641.250000,2641.250000,4673700000
2018-10-30,2640.679932,2685.429932,2635.340088,2682.629883,2682.629883,5106380000
2018-10-31,2705.600098,2736.689941,2705.600098,2711.739990,2711.739990,5112420000
2018-11-01,2717.580078,2741.669922,2708.850098,2740.370117,2740.370117,4708420000
2018-11-02,2745.449951,2756.550049,2700.439941,2723.060059,2723.060059,4237930000
2018-11-05,2726.370117,2744.270020,2717.939941,2738.310059,2738.310059,3623320000
2018-11-06,2738.399902,2756.820068,2737.080078,2755.449951,2755.449951,3510860000
2018-11-07,2774.129883,2815.149902,2774.129883,2813.889893,2813.889893,3914750000
2018-11-08,2806.379883,2814.750000,2794.989990,2806.830078,2806.830078,3630490000
2018-11-09,2794.100098,2794.100098,2764.239990,2781.010010,2781.010010,4019090000
2018-11-12,2773.929932,2775.989990,2722.000000,2726.219971,2726.219971,3670930000
2018-11-13,2730.050049,2754.600098,2714.979980,2722.179932,2722.179932,4091440000
2018-11-14,2737.899902,2746.800049,2685.750000,2701.580078,2701.580078,4402370000
2018-11-15,2693.520020,2735.379883,2670.750000,2730.199951,2730.199951,4179140000
2018-11-16,2718.540039,2746.750000,2712.159912,2736.270020,2736.270020,3975180000
2018-11-19,2730.739990,2733.159912,2681.090088,2690.729980,2690.729980,3772900000
2018-11-20,2654.600098,2669.439941,2631.520020,2641.889893,2641.889893,4357900000
2018-11-21,2657.739990,2670.729980,2649.820068,2649.929932,2649.929932,3233550000
2018-11-23,2633.360107,2647.550049,2631.090088,2632.560059,2632.560059,1651650000
2018-11-26,2649.969971,2674.350098,2649.969971,2673.449951,2673.449951,3443950000
2018-11-27,2663.750000,2682.530029,2655.889893,2682.169922,2682.169922,3485220000
2018-11-28,2691.449951,2744.000000,2684.379883,2743.790039,2743.790039,3951670000
2018-11-29,2736.969971,2753.750000,2722.939941,2737.800049,2737.800049,3560770000
2018-11-30,2737.760010,2760.879883,2732.760010,2760.169922,2760.169922,4658580000
2018-12-03,2790.500000,2800.179932,2773.379883,2790.370117,2790.370117,4186060000
2018-12-04,2782.429932,2785.929932,2697.179932,2700.060059,2700.060059,4499840000
2018-12-06,2663.510010,2696.149902,2621.530029,2695.949951,2695.949951,5141470000
2018-12-07,2691.260010,2708.540039,2623.139893,2633.080078,2633.080078,4216690000
2018-12-10,2630.860107,2647.510010,2583.229980,2637.719971,2637.719971,4151030000
2018-12-11,2664.439941,2674.350098,2621.300049,2636.780029,2636.780029,3905870000
2018-12-12,2658.229980,2685.439941,2650.260010,2651.070068,2651.070068,3958890000
2018-12-13,2658.699951,2670.189941,2637.270020,2650.540039,2650.540039,3927720000
2018-12-14,2629.679932,2635.070068,2593.840088,2599.949951,2599.949951,4035020000
2018-12-17,2590.750000,2601.129883,2530.540039,2545.939941,2545.939941,4616350000
2018-12-18,2559.899902,2573.989990,2528.709961,2546.159912,2546.159912,4470880000
2018-12-19,2547.050049,2585.290039,2488.959961,2506.959961,2506.959961,5127940000
2018-12-20,2496.770020,2509.629883,2441.179932,2467.419922,2467.419922,5585780000
2018-12-21,2465.379883,2504.409912,2408.550049,2416.620117,2416.620117,7609010000
